Protein,p_val,avg_log2FC,p_val_adj,clone1,clone2
CD10,0.114400006622605,0.377420376072324,1,IDH-NPM1,NPM1-FLT3
CD3,0.115075970166477,1.32323758632718,1,IDH-NPM1,NPM1-FLT3
CD123,0.178524985449829,-0.823226097479521,1,IDH-NPM1,NPM1-FLT3
CD45,0.190339632581882,-0.847736864257693,1,IDH-NPM1,NPM1-FLT3
CD64,0.209875243168246,-0.764023902384024,1,IDH-NPM1,NPM1-FLT3
IgG1,0.214942322184799,0.497603799421219,1,IDH-NPM1,NPM1-FLT3
CD49d,0.243329327294506,0.0638539628315371,1,IDH-NPM1,NPM1-FLT3
CD5,0.253318948911383,0.841554455466645,1,IDH-NPM1,NPM1-FLT3
CD7,0.25735023980053,0.348677398459602,1,IDH-NPM1,NPM1-FLT3
CD138,0.263976313841226,0.0649213025084574,1,IDH-NPM1,NPM1-FLT3
CD62P,0.304675937252019,0.846637674682976,1,IDH-NPM1,NPM1-FLT3
CD19,0.317684225776935,0.428838274429191,1,IDH-NPM1,NPM1-FLT3
CD16,0.411313941261052,0.120718216429228,1,IDH-NPM1,NPM1-FLT3
CD8,0.411544412377059,1.01668681436121,1,IDH-NPM1,NPM1-FLT3
CD30,0.508977262871765,0.0473328549085243,1,IDH-NPM1,NPM1-FLT3
CD4,0.523729732756735,-0.304558437741885,1,IDH-NPM1,NPM1-FLT3
HLA-DR,0.587340630399958,-0.5089842215416,1,IDH-NPM1,NPM1-FLT3
CD44,0.60189821277529,-0.161036671432136,1,IDH-NPM1,NPM1-FLT3
CD69,0.690352817141728,-0.144299707862858,1,IDH-NPM1,NPM1-FLT3
CD303,0.74411130224475,0.0183784894899652,1,IDH-NPM1,NPM1-FLT3
CD45RO,0.818561284182413,-0.174132103161825,1,IDH-NPM1,NPM1-FLT3
CD22,0.843748368916151,-0.103689512803867,1,IDH-NPM1,NPM1-FLT3
CD13,0.847898887775772,0.057629540082826,1,IDH-NPM1,NPM1-FLT3
CD45RA,0.873951985582474,-0.0733719289450843,1,IDH-NPM1,NPM1-FLT3
CD2,0.93590626835845,0.51243743565835,1,IDH-NPM1,NPM1-FLT3
CD11c,0.95753894408901,-0.129159273602484,1,IDH-NPM1,NPM1-FLT3
CD304,0.971345227323672,-0.257583334639887,1,IDH-NPM1,NPM1-FLT3
CD117,NA,1.16374270566,NA,IDH-NPM1,NPM1-FLT3
CD141,NA,0.484885311170856,NA,IDH-NPM1,NPM1-FLT3
CD34,NA,1.27189886551667,NA,IDH-NPM1,NPM1-FLT3
CD71,NA,1.44061591213205,NA,IDH-NPM1,NPM1-FLT3
IgG2a,NA,1.24331342073762,NA,IDH-NPM1,NPM1-FLT3
IgG2b,NA,0.7249328662429,NA,IDH-NPM1,NPM1-FLT3
CD25,NA,-1.83467431320824,NA,IDH-NPM1,NPM1-FLT3
CD64,0.087722219804668,-1.05632472844641,1,IDH-NPM1,DNMT3A-IDH
CD7,0.0989838803633558,-1.09801157086685,1,IDH-NPM1,DNMT3A-IDH
CD45RA,0.104859290557343,-0.649569446696554,1,IDH-NPM1,DNMT3A-IDH
CD11c,0.112902687260542,-0.485941587460738,1,IDH-NPM1,DNMT3A-IDH
CD13,0.122909514961932,-0.645898408306191,1,IDH-NPM1,DNMT3A-IDH
CD1c,0.137352845009149,1.19113557887927,1,IDH-NPM1,DNMT3A-IDH
CD25,0.137676556395428,-0.50099454301173,1,IDH-NPM1,DNMT3A-IDH
CD123,0.138285199740783,-0.56638510582102,1,IDH-NPM1,DNMT3A-IDH
CD11b,0.138832300020715,-0.470644075180536,1,IDH-NPM1,DNMT3A-IDH
CD8,0.144851921279862,1.61861684158199,1,IDH-NPM1,DNMT3A-IDH
CD38,0.228637669738466,-1.06273046431908,1,IDH-NPM1,DNMT3A-IDH
CD62L,0.239005088260853,0.671298605515689,1,IDH-NPM1,DNMT3A-IDH
CD69,0.242147290033326,-0.372658599527725,1,IDH-NPM1,DNMT3A-IDH
CD45,0.256082261797088,-0.443421769207982,1,IDH-NPM1,DNMT3A-IDH
CD2,0.295752708402567,0.717530167474574,1,IDH-NPM1,DNMT3A-IDH
IgG1,0.347085413624444,0.794383372747145,1,IDH-NPM1,DNMT3A-IDH
CD303,0.367301091938882,0.516685984630259,1,IDH-NPM1,DNMT3A-IDH
CD56,0.367721114101016,-0.817845120891858,1,IDH-NPM1,DNMT3A-IDH
CD10,0.411583075989639,0.401536591369531,1,IDH-NPM1,DNMT3A-IDH
CD16,0.426887767891249,-0.21765081306322,1,IDH-NPM1,DNMT3A-IDH
CD30,0.461293002189798,-0.145871456178421,1,IDH-NPM1,DNMT3A-IDH
CD49d,0.511961030932527,-0.347318979563168,1,IDH-NPM1,DNMT3A-IDH
CD22,0.547647628585618,0.387457643003938,1,IDH-NPM1,DNMT3A-IDH
CD19,0.558976229376152,1.01327551663234,1,IDH-NPM1,DNMT3A-IDH
CD33,0.585760761457955,-0.43392787007287,1,IDH-NPM1,DNMT3A-IDH
CD90,0.598131738463267,0.374201019737294,1,IDH-NPM1,DNMT3A-IDH
CD5,0.635085994407605,-0.573638509557104,1,IDH-NPM1,DNMT3A-IDH
CD14,0.691208212558334,-0.488959656526877,1,IDH-NPM1,DNMT3A-IDH
CD44,0.731520514960452,0.0118000321173426,1,IDH-NPM1,DNMT3A-IDH
CD3,0.789262514072198,0.0920439772086947,1,IDH-NPM1,DNMT3A-IDH
CD138,0.844421983200726,0.262279408847178,1,IDH-NPM1,DNMT3A-IDH
CD83,0.926020645475057,0.0358426267036851,1,IDH-NPM1,DNMT3A-IDH
HLA-DR,0.928448445136739,0.362551218264799,1,IDH-NPM1,DNMT3A-IDH
CD304,0.940272166977257,0.0692640592789511,1,IDH-NPM1,DNMT3A-IDH
CD4,0.966494181416546,-0.62072819574394,1,IDH-NPM1,DNMT3A-IDH
CD117,NA,-0.167028857011255,NA,IDH-NPM1,DNMT3A-IDH
CD141,NA,0.812780085114957,NA,IDH-NPM1,DNMT3A-IDH
CD163,NA,-0.661989746141781,NA,IDH-NPM1,DNMT3A-IDH
CD34,NA,1.32357178464249,NA,IDH-NPM1,DNMT3A-IDH
CD45RO,NA,1.57531738553282,NA,IDH-NPM1,DNMT3A-IDH
CD62P,NA,2.03107042333202,NA,IDH-NPM1,DNMT3A-IDH
CD71,NA,0.798317637272305,NA,IDH-NPM1,DNMT3A-IDH
Fc&#949;RI&#945;,NA,1.57775832537833,NA,IDH-NPM1,DNMT3A-IDH
IgG2a,NA,1.6111530584292,NA,IDH-NPM1,DNMT3A-IDH
IgG2b,NA,1.623727069227,NA,IDH-NPM1,DNMT3A-IDH
CD62L,0.0845203814012252,1.00572152805227,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD11b,0.0921093230651441,-0.863808826287974,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD64,0.100914304238935,-1.16900587565686,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD13,0.106041456525537,-0.796618610756693,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD1c,0.139626502919416,1.28453033351282,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD11c,0.15002326444621,-0.48920041675799,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD45RA,0.151607682065726,-0.479654708303941,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD123,0.181242965255933,-0.538829350387598,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD38,0.227469160687011,-1.20078065346044,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD45,0.253650489428032,-0.531051019146552,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD69,0.288387491626705,-0.401638464481985,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD7,0.349824151903834,-0.681963621420646,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD22,0.350547817891573,0.696558425397827,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD8,0.369857329008195,0.8010910040814,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD16,0.381240076037928,-0.635821414827721,1,IDH-NPM1,DNMT3A-IDH-NPM1
IgG1,0.386153172306297,0.633311270915027,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD303,0.460863625493639,0.42003053593349,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD49d,0.461638185762924,-0.55508906151714,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD90,0.464523687345495,0.660488326931108,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD33,0.568765045556345,-0.622618638852616,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD2,0.577596663012843,0.272279094162073,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD10,0.600040992339136,0.345183835682946,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD3,0.61577804744639,0.395293696703263,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD14,0.651208993912583,-0.487919538272225,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD30,0.670334170329758,0.106649224191768,1,IDH-NPM1,DNMT3A-IDH-NPM1
HLA-DR,0.813818446500051,0.0809725933120085,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD4,0.825097343065268,-0.254355682487115,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD44,0.859096172798007,0.0225348281903539,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD138,0.861966422298256,0.196230942811868,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD56,0.906166715032642,-0.0666239535450748,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD304,0.924937690463007,-0.0647670828152922,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD83,0.927179323590679,0.130301742888884,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD19,0.951382382227315,0.297398556335285,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD5,0.969794728253196,-0.0820315796229272,1,IDH-NPM1,DNMT3A-IDH-NPM1
CD117,NA,0.00611712557437727,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD141,NA,0.683220739023508,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD163,NA,-0.458170396860459,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD25,NA,-0.0786491042891226,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD34,NA,1.72917052551203,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD45RO,NA,0.9080790492693,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD62P,NA,1.83639834768882,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD71,NA,0.806752829884978,NA,IDH-NPM1,DNMT3A-IDH-NPM1
Fc&#949;RI&#945;,NA,1.70038768541354,NA,IDH-NPM1,DNMT3A-IDH-NPM1
IgG2a,NA,1.28827095109683,NA,IDH-NPM1,DNMT3A-IDH-NPM1
IgG2b,NA,1.54338308022106,NA,IDH-NPM1,DNMT3A-IDH-NPM1
CD14,2.69042714654576e-05,-3.58314190284081,0.00121069221594559,IDH-NPM1,DNMT3A-NPM1
CD163,0.00174067349693596,-1.6536896045771,0.0783303073621182,IDH-NPM1,DNMT3A-NPM1
CD11b,0.0196857587581912,-0.934575934595713,0.885859144118604,IDH-NPM1,DNMT3A-NPM1
CD2,0.0361972349520405,1.25434001598377,1,IDH-NPM1,DNMT3A-NPM1
CD45,0.0586659780205669,-1.00725638581256,1,IDH-NPM1,DNMT3A-NPM1
IgG1,0.0632102364339136,0.877330514955713,1,IDH-NPM1,DNMT3A-NPM1
CD16,0.0707852873597851,-1.05526546290182,1,IDH-NPM1,DNMT3A-NPM1
CD303,0.0774344835444988,0.654559880326675,1,IDH-NPM1,DNMT3A-NPM1
CD62P,0.08290386231225,2.33440171098095,1,IDH-NPM1,DNMT3A-NPM1
CD62L,0.1023046039873,0.99469770436489,1,IDH-NPM1,DNMT3A-NPM1
CD13,0.138866193066919,-0.995227390039573,1,IDH-NPM1,DNMT3A-NPM1
CD64,0.13937517824715,-0.894476151225263,1,IDH-NPM1,DNMT3A-NPM1
CD5,0.172387385963559,0.958447059558923,1,IDH-NPM1,DNMT3A-NPM1
CD25,0.208173759501936,-0.608130963715017,1,IDH-NPM1,DNMT3A-NPM1
CD8,0.277172056114041,1.29429265634134,1,IDH-NPM1,DNMT3A-NPM1
CD3,0.297903693433668,0.800149965650011,1,IDH-NPM1,DNMT3A-NPM1
CD123,0.346595240775994,-0.826035692468066,1,IDH-NPM1,DNMT3A-NPM1
CD138,0.38155672915481,-0.343361342670905,1,IDH-NPM1,DNMT3A-NPM1
CD11c,0.423152998881255,-0.261257077938637,1,IDH-NPM1,DNMT3A-NPM1
CD56,0.431058778221694,0.159810977567952,1,IDH-NPM1,DNMT3A-NPM1
CD45RA,0.453966306654895,-0.419278288175967,1,IDH-NPM1,DNMT3A-NPM1
CD83,0.501811102770591,-0.302979366175117,1,IDH-NPM1,DNMT3A-NPM1
HLA-DR,0.541425374258742,-0.257873323977036,1,IDH-NPM1,DNMT3A-NPM1
CD33,0.662142889095921,-0.236176452722805,1,IDH-NPM1,DNMT3A-NPM1
CD30,0.6764991802065,-0.27412946882311,1,IDH-NPM1,DNMT3A-NPM1
CD7,0.782587691030571,-0.541599923981352,1,IDH-NPM1,DNMT3A-NPM1
CD10,0.784323360075343,0.144527922476514,1,IDH-NPM1,DNMT3A-NPM1
CD22,0.808020951693929,0.145078510193819,1,IDH-NPM1,DNMT3A-NPM1
CD4,0.819048757676532,-0.22920720597882,1,IDH-NPM1,DNMT3A-NPM1
CD90,0.82762606608584,-0.159690051911667,1,IDH-NPM1,DNMT3A-NPM1
CD19,0.859217977097528,-0.0763275385194628,1,IDH-NPM1,DNMT3A-NPM1
CD49d,0.871313475559307,-0.24874347011272,1,IDH-NPM1,DNMT3A-NPM1
CD304,0.956895123907604,-0.262402972602655,1,IDH-NPM1,DNMT3A-NPM1
CD1c,0.971560880259866,0.239012370660543,1,IDH-NPM1,DNMT3A-NPM1
CD44,0.972498886973549,-0.286130556792861,1,IDH-NPM1,DNMT3A-NPM1
CD69,0.97936965383845,-0.197763472653449,1,IDH-NPM1,DNMT3A-NPM1
CD117,NA,0.67459708041053,NA,IDH-NPM1,DNMT3A-NPM1
CD141,NA,0.662602944643716,NA,IDH-NPM1,DNMT3A-NPM1
CD34,NA,0.729219852626166,NA,IDH-NPM1,DNMT3A-NPM1
CD38,NA,-0.552138631958419,NA,IDH-NPM1,DNMT3A-NPM1
CD45RO,NA,0.579170138641819,NA,IDH-NPM1,DNMT3A-NPM1
CD71,NA,0.596099724056751,NA,IDH-NPM1,DNMT3A-NPM1
Fc&#949;RI&#945;,NA,1.10373308174105,NA,IDH-NPM1,DNMT3A-NPM1
IgG2a,NA,1.1244701725248,NA,IDH-NPM1,DNMT3A-NPM1
IgG2b,NA,1.30351575063135,NA,IDH-NPM1,DNMT3A-NPM1
CD14,1.06517556405711e-06,-3.69157689664037,4.79329003825699e-05,IDH-NPM1,DNMT3A-only
CD16,0.000723657823502273,-2.26713713534102,0.0325646020576023,IDH-NPM1,DNMT3A-only
CD62P,0.00592560849485084,3.73091709822918,0.266652382268288,IDH-NPM1,DNMT3A-only
CD7,0.0117912624500123,-1.62687498708465,0.530606810250553,IDH-NPM1,DNMT3A-only
CD163,0.0138950836437564,-1.48156752615056,0.625278763969038,IDH-NPM1,DNMT3A-only
CD303,0.0287888586475017,0.870120617370003,1,IDH-NPM1,DNMT3A-only
IgG1,0.0372528634708947,1.03088016550198,1,IDH-NPM1,DNMT3A-only
CD3,0.0746116546179028,-1.19987081960613,1,IDH-NPM1,DNMT3A-only
CD45,0.0785833355645787,-0.935681805954551,1,IDH-NPM1,DNMT3A-only
CD11b,0.0873379859719836,-0.861522985018379,1,IDH-NPM1,DNMT3A-only
CD304,0.102887072444534,0.569017142997306,1,IDH-NPM1,DNMT3A-only
CD90,0.116306201241381,0.621269196398734,1,IDH-NPM1,DNMT3A-only
CD2,0.121078035826743,-0.907953867329791,1,IDH-NPM1,DNMT3A-only
CD33,0.149727050702732,0.278649929647041,1,IDH-NPM1,DNMT3A-only
CD62L,0.153667444159792,0.71979786584609,1,IDH-NPM1,DNMT3A-only
CD5,0.155212185412527,-0.696071316789263,1,IDH-NPM1,DNMT3A-only
CD19,0.231678993162328,-0.765572678646995,1,IDH-NPM1,DNMT3A-only
CD64,0.258420477485228,-0.647410890457538,1,IDH-NPM1,DNMT3A-only
CD30,0.265543063518904,0.185319431001215,1,IDH-NPM1,DNMT3A-only
CD45RA,0.303775185075388,-0.817347204102354,1,IDH-NPM1,DNMT3A-only
CD49d,0.355981428523964,-0.00233908153122542,1,IDH-NPM1,DNMT3A-only
CD56,0.385877561202144,0.257012715854646,1,IDH-NPM1,DNMT3A-only
CD13,0.388904334831217,-0.689798390131047,1,IDH-NPM1,DNMT3A-only
CD25,0.463010560893586,-0.277541290811529,1,IDH-NPM1,DNMT3A-only
CD138,0.489252855849343,0.186536443982184,1,IDH-NPM1,DNMT3A-only
CD38,0.508177298980513,-0.190735870852565,1,IDH-NPM1,DNMT3A-only
CD10,0.540548624929797,0.0592645158891534,1,IDH-NPM1,DNMT3A-only
CD22,0.544669238328536,-0.221266641274237,1,IDH-NPM1,DNMT3A-only
CD1c,0.662714759485707,0.286613536693058,1,IDH-NPM1,DNMT3A-only
CD8,0.749823110352714,0.201892047861914,1,IDH-NPM1,DNMT3A-only
CD45RO,0.787304161024439,0.253152696108827,1,IDH-NPM1,DNMT3A-only
CD83,0.809238338192522,0.132841156458007,1,IDH-NPM1,DNMT3A-only
HLA-DR,0.82888728839937,0.289121018755476,1,IDH-NPM1,DNMT3A-only
CD69,0.901602731119162,-0.132461340916262,1,IDH-NPM1,DNMT3A-only
CD44,0.919881035786952,-0.236105225215731,1,IDH-NPM1,DNMT3A-only
CD123,0.935891922260759,-0.144413152225921,1,IDH-NPM1,DNMT3A-only
CD11c,0.994373997597864,0.0379223977635652,1,IDH-NPM1,DNMT3A-only
CD117,NA,0.406046925910816,NA,IDH-NPM1,DNMT3A-only
CD141,NA,0.935354798857773,NA,IDH-NPM1,DNMT3A-only
CD34,NA,1.02902262003942,NA,IDH-NPM1,DNMT3A-only
CD4,NA,-0.513035956822202,NA,IDH-NPM1,DNMT3A-only
CD71,NA,0.673869517239277,NA,IDH-NPM1,DNMT3A-only
Fc&#949;RI&#945;,NA,1.58732303937238,NA,IDH-NPM1,DNMT3A-only
IgG2a,NA,1.45064350510852,NA,IDH-NPM1,DNMT3A-only
IgG2b,NA,2.06696026864511,NA,IDH-NPM1,DNMT3A-only
CD14,3.44629091819277e-05,-4.35229926220808,0.00155083091318675,IDH-NPM1,DNMT3A-NPM1-FLT3
CD8,0.000842499891003163,3.24587021499849,0.0379124950951423,IDH-NPM1,DNMT3A-NPM1-FLT3
CD25,0.0313910520958384,-1.52766490668535,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD2,0.0412242722201062,1.39959530466045,1,IDH-NPM1,DNMT3A-NPM1-FLT3
IgG1,0.0555796617052403,1.38556948430304,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD10,0.0662970005855991,0.811679571739091,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD56,0.072321915036369,0.830323367642539,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD62L,0.10261477088482,1.01101925607651,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD3,0.115097621071474,1.27830671218528,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD5,0.186445937498891,0.976856037160951,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD33,0.238760051559967,0.0453016984342156,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD49d,0.249544737638767,-0.0803969830936015,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD90,0.306297788118872,0.422972205757898,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD38,0.316684915077287,-0.120804929002908,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD45,0.334831571547837,-1.30579257948287,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD123,0.345449822858673,-1.38925860647048,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD303,0.356607574966149,0.635936112554373,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD19,0.378419318752192,0.562321170722982,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD7,0.428753528360318,-0.198891218566402,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD11b,0.476018048274084,-0.989327074002059,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD16,0.496686453513301,0.255245369261648,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD138,0.531045565027494,-0.38926706936606,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD44,0.563520509259018,-0.380365119020233,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD83,0.585227624246737,-0.28013291675296,1,IDH-NPM1,DNMT3A-NPM1-FLT3
HLA-DR,0.587733837694473,-0.643470899271075,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD4,0.604963937584983,-0.407557634580593,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD1c,0.606606190404949,-0.291494741287076,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD11c,0.643701945899048,-0.240269392227537,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD304,0.644753763663966,-0.0532268338096973,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD13,0.652207048380781,-1.00044084193765,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD64,0.684403000973997,-0.936031717901727,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD45RA,0.718916546583194,-0.351799168831925,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD69,0.858129680913369,-0.358052165162231,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD22,0.884428669354876,0.0254942233291748,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD30,0.959701076842309,-0.190339764243369,1,IDH-NPM1,DNMT3A-NPM1-FLT3
CD117,NA,0.350165691391503,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD141,NA,0.747035990037123,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD163,NA,-0.256326471312199,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD34,NA,0.493387759528756,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD45RO,NA,-0.150436261375254,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD62P,NA,5.40462896127357,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD71,NA,0.654247666523267,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
Fc&#949;RI&#945;,NA,0.13150472611389,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
IgG2a,NA,0.839655180556806,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
IgG2b,NA,1.42482957522715,NA,IDH-NPM1,DNMT3A-NPM1-FLT3
CD14,2.76224243284202e-10,-4.58692740454855,1.24300909477891e-08,IDH-NPM1,TET2-NPM1-FLT3
CD11b,0.00286556276054489,-1.39455221536414,0.12895032422452,IDH-NPM1,TET2-NPM1-FLT3
CD304,0.00773728458757368,-1.55336821538331,0.348177806440815,IDH-NPM1,TET2-NPM1-FLT3
CD64,0.00876756138006526,-1.66404026313637,0.394540262102937,IDH-NPM1,TET2-NPM1-FLT3
IgG1,0.0263348828060768,1.70000680332437,1,IDH-NPM1,TET2-NPM1-FLT3
CD19,0.0269587526564515,1.34049765608212,1,IDH-NPM1,TET2-NPM1-FLT3
CD5,0.0298013204014059,2.26305599822682,1,IDH-NPM1,TET2-NPM1-FLT3
CD62L,0.0327732693519274,2.14306772797879,1,IDH-NPM1,TET2-NPM1-FLT3
HLA-DR,0.0401138333823004,-0.967884941730913,1,IDH-NPM1,TET2-NPM1-FLT3
CD22,0.0545827634012015,-0.505806677627689,1,IDH-NPM1,TET2-NPM1-FLT3
CD69,0.057565326725905,0.896460554236794,1,IDH-NPM1,TET2-NPM1-FLT3
CD3,0.0629841215616019,2.12649552928271,1,IDH-NPM1,TET2-NPM1-FLT3
CD45,0.0704304408643733,-0.917349512383372,1,IDH-NPM1,TET2-NPM1-FLT3
CD2,0.0756797427595916,2.01430541968541,1,IDH-NPM1,TET2-NPM1-FLT3
CD7,0.0843842373592844,1.22678544159942,1,IDH-NPM1,TET2-NPM1-FLT3
CD16,0.101691762817596,-0.903335096994673,1,IDH-NPM1,TET2-NPM1-FLT3
CD44,0.109528832416149,-0.966218413742782,1,IDH-NPM1,TET2-NPM1-FLT3
CD163,0.128121689410702,-0.831829509680087,1,IDH-NPM1,TET2-NPM1-FLT3
CD11c,0.147637742257463,-0.6972783861934,1,IDH-NPM1,TET2-NPM1-FLT3
CD30,0.156150274231411,-0.700191399961052,1,IDH-NPM1,TET2-NPM1-FLT3
CD13,0.199375606794848,-0.775582947215208,1,IDH-NPM1,TET2-NPM1-FLT3
CD38,0.245457215542916,0.517759268282383,1,IDH-NPM1,TET2-NPM1-FLT3
CD83,0.34843291394326,0.474128577313464,1,IDH-NPM1,TET2-NPM1-FLT3
CD123,0.501855285715692,0.220973965688007,1,IDH-NPM1,TET2-NPM1-FLT3
CD303,0.508998661956209,-0.218944530597073,1,IDH-NPM1,TET2-NPM1-FLT3
CD1c,0.565796597787344,0.478061025824203,1,IDH-NPM1,TET2-NPM1-FLT3
CD90,0.642674043855944,0.298930830978017,1,IDH-NPM1,TET2-NPM1-FLT3
Fc&#949;RI&#945;,0.672426906066831,-0.0447600293465129,1,IDH-NPM1,TET2-NPM1-FLT3
CD4,0.705010011031451,-0.0149661183838603,1,IDH-NPM1,TET2-NPM1-FLT3
CD45RA,0.781616851872558,0.314280415998195,1,IDH-NPM1,TET2-NPM1-FLT3
CD33,0.796450040482989,-0.0225426996114573,1,IDH-NPM1,TET2-NPM1-FLT3
CD25,0.85131591204479,-0.452296622702627,1,IDH-NPM1,TET2-NPM1-FLT3
CD8,0.859060534917674,1.31942395096935,1,IDH-NPM1,TET2-NPM1-FLT3
CD10,0.891870072442763,0.194950936363313,1,IDH-NPM1,TET2-NPM1-FLT3
CD49d,0.907067581930476,-0.0574154638189786,1,IDH-NPM1,TET2-NPM1-FLT3
CD138,0.996901381046788,-0.0630974094583321,1,IDH-NPM1,TET2-NPM1-FLT3
CD117,NA,2.18825184436312,NA,IDH-NPM1,TET2-NPM1-FLT3
CD141,NA,0.147309627462553,NA,IDH-NPM1,TET2-NPM1-FLT3
CD34,NA,1.85538531640182,NA,IDH-NPM1,TET2-NPM1-FLT3
CD45RO,NA,0.942325018925382,NA,IDH-NPM1,TET2-NPM1-FLT3
CD56,NA,-3.64902761311459,NA,IDH-NPM1,TET2-NPM1-FLT3
CD62P,NA,1.31154428822762,NA,IDH-NPM1,TET2-NPM1-FLT3
CD71,NA,0.958701600243417,NA,IDH-NPM1,TET2-NPM1-FLT3
IgG2a,NA,2.27724012179004,NA,IDH-NPM1,TET2-NPM1-FLT3
IgG2b,NA,2.33252631897626,NA,IDH-NPM1,TET2-NPM1-FLT3
CD11c,8.49679480725635e-07,5.32002656332031,3.82355766326536e-05,IDH-NPM1,IDH-NPM1-FLT3
CD45,0.0350437775801867,1.9342707848765,1,IDH-NPM1,IDH-NPM1-FLT3
CD33,0.0438015529606954,2.39373369974818,1,IDH-NPM1,IDH-NPM1-FLT3
CD64,0.0788921075287147,2.46049818113969,1,IDH-NPM1,IDH-NPM1-FLT3
CD163,0.0843119051806189,2.08525059915637,1,IDH-NPM1,IDH-NPM1-FLT3
CD71,0.108997424738827,2.60554545060973,1,IDH-NPM1,IDH-NPM1-FLT3
CD38,0.118768926901542,1.99755670423314,1,IDH-NPM1,IDH-NPM1-FLT3
CD11b,0.124706852191506,1.90547947767277,1,IDH-NPM1,IDH-NPM1-FLT3
